Date,Time,Latitude (DD),Longitude (DD),GPS Alt (m),ETS Triggered,BMP180 Temp (*C),BMP180 Pressure (Pa),BMP180 Alt (m),CO2 (ppm),OZ (ppb),CH4 (ppm),UV Index,One-Wire Temp (*F),Red Pressure Temp (*C),Red Pressure Temp (*F),Red Pressure (mb),Red Alt (m),Red Alt Change from Startup (m)
02/19/2023,12:09:19,0,0,0,0,30.60,100621,58.61,<400,20,10.94,0.01,75.47,30.80,87.44,996.10,165.84,0.85
02/19/2023,12:09:21,0,0,0,0,30.60,100627,58.44,<400,20,10.94,0.01,75.47,30.80,87.46,996.20,165.00,0.00
02/19/2023,12:09:23,0,0,0,0,30.70,100623,58.78,<400,20,10.94,0.01,75.47,30.81,87.46,996.30,164.16,-0.85
02/19/2023,12:09:24,0,0,0,0,30.70,100625,58.61,<400,20,10.94,0.01,75.47,30.82,87.48,996.10,165.84,0.85
02/19/2023,12:09:26,0,0,0,0,30.70,100627,58.95,<400,20,10.94,0.01,75.47,30.82,87.46,996.10,165.84,0.85
02/19/2023,12:09:28,0,0,0,0,30.70,100622,58.61,<400,20,10.94,0.01,75.47,30.81,87.46,996.20,165.00,0.00
02/19/2023,12:09:29,0,0,0,0,30.70,100623,58.53,<400,20,10.94,0.01,75.47,30.82,87.48,996.00,166.69,1.69
02/19/2023,12:09:31,0,0,0,0,30.60,100623,58.36,<400,20,10.94,0.01,75.47,30.84,87.49,996.20,165.00,0.00
02/19/2023,12:09:33,0,0,0,0,30.60,100620,58.61,<400,20,10.94,0.01,75.47,30.84,87.49,996.30,164.16,-0.85
02/19/2023,12:09:34,0,0,0,0,30.70,100621,58.03,<400,20,10.94,0.01,75.47,30.84,87.53,996.40,163.31,-1.70
02/19/2023,12:09:36,0,0,0,0,30.70,100617,58.70,<400,20,10.94,0.01,75.47,30.84,87.55,996.20,165.00,0.00
02/19/2023,12:09:38,0,0,0,0,30.70,100623,59.28,<400,20,10.94,0.01,75.47,30.86,87.55,996.20,165.00,0.00
02/19/2023,12:09:40,0,0,0,0,30.70,100617,58.53,<400,20,10.94,0.01,75.47,30.86,87.55,996.30,164.16,-0.85
02/19/2023,12:09:41,0,0,0,0,30.80,100621,59.03,<400,20,10.94,0.01,75.47,30.86,87.57,996.20,165.00,0.00
02/19/2023,12:09:43,0,0,0,0,30.70,100622,58.19,<400,20,10.94,0.01,75.47,30.86,87.55,996.00,166.69,1.69
02/19/2023,12:09:45,0,0,0,0,30.80,100624,58.44,<400,20,10.94,0.01,75.47,30.87,87.55,996.00,166.69,1.69
02/19/2023,12:09:46,0,0,0,0,30.80,100620,58.03,<400,20,10.94,0.01,75.47,30.87,87.55,996.20,165.00,0.00
02/19/2023,12:09:48,0,0,0,0,30.80,100619,58.53,<400,20,10.94,0.01,75.47,30.87,87.55,996.20,165.00,0.00
02/19/2023,12:09:50,0,0,0,0,30.80,100619,58.44,<400,20,10.94,0.01,75.47,30.85,87.53,996.20,165.00,0.00
02/19/2023,12:09:51,0,0,0,0,30.80,100624,58.53,<400,20,10.94,0.01,75.47,30.84,87.53,996.20,165.00,0.00
02/19/2023,12:09:53,0,0,0,0,30.80,100626,58.44,<400,20,10.94,0.01,75.47,30.86,87.55,995.90,167.53,2.54
02/19/2023,12:09:55,0,0,0,0,30.70,100622,58.70,<400,20,10.94,0.01,75.47,30.87,87.58,996.40,163.31,-1.70
02/19/2023,12:09:57,0,0,0,0,30.70,100622,58.44,<400,20,10.94,0.01,75.47,30.90,87.60,996.20,165.00,0.00
02/19/2023,12:09:58,0,0,0,0,30.70,100624,58.95,<400,20,10.94,0.01,75.47,30.89,87.60,995.90,167.53,2.54
02/19/2023,12:10:00,0,0,0,0,30.80,100619,58.70,<400,20,10.94,0.01,75.47,30.89,87.62,996.00,166.69,1.69
02/19/2023,12:10:02,0,0,0,0,30.70,100621,58.28,<400,20,10.94,0.01,75.47,30.90,87.64,996.10,165.84,0.85
02/19/2023,12:10:03,0,0,0,0,30.80,100622,58.70,<400,20,10.94,0.01,75.47,30.91,87.64,996.00,166.69,1.69
02/19/2023,12:10:05,0,0,0,0,30.70,100622,58.36,<400,20,10.94,0.01,75.47,30.91,87.64,996.20,165.00,0.00
02/19/2023,12:10:07,0,0,0,0,30.70,100621,58.86,<400,20,10.94,0.01,75.47,30.92,87.66,996.20,165.00,0.00
02/19/2023,12:10:08,0,0,0,0,30.70,100616,58.86,<400,20,10.94,0.01,75.47,30.93,87.67,996.00,166.69,1.69
