Date,Time,Latitude (DD),Longitude (DD),GPS Alt (m),ETS Triggered,BMP180 Temp (*C),BMP180 Pressure (Pa),BMP180 Alt (m),CO2 (ppm),OZ (ppb),CH4 (ppm),UV Index,One-Wire Temp (*F),Red Pressure Temp (*C),Red Pressure Temp (*F),Red Pressure (mb),Red Alt (m),Red Alt Change from Startup (m)
02/19/2023,12:58:29,0,0,0,0,31.40,100549,64.47,<400,20,10.94,0.01,76.04,30.99,87.80,995.50,165.00,0.00
02/19/2023,12:58:30,0,0,0,0,31.40,100543,64.81,<400,20,10.94,0.01,76.04,30.99,87.78,995.20,167.53,2.54
02/19/2023,12:58:32,0,0,0,0,31.40,100547,64.39,<400,20,10.94,0.01,76.04,31.00,87.80,995.20,167.53,2.54
02/19/2023,12:58:34,0,0,0,0,31.40,100552,64.22,<400,20,10.94,0.01,76.15,31.00,87.80,995.30,166.69,1.70
02/19/2023,12:58:35,0,0,0,0,31.40,100547,64.81,<400,20,10.94,0.01,76.04,30.99,87.80,995.30,166.69,1.70
02/19/2023,12:58:37,0,0,0,0,31.40,100551,64.73,<400,20,10.94,0.01,76.04,31.00,87.80,995.00,169.22,4.24
02/19/2023,12:58:39,0,0,0,0,31.40,100542,64.89,<400,20,10.94,0.01,76.04,30.99,87.78,995.10,168.38,3.39
02/19/2023,12:58:41,0,0,0,0,31.40,100544,64.81,<400,20,10.94,0.01,76.04,30.99,87.78,995.20,167.53,2.54
02/19/2023,12:58:42,0,0,0,0,31.40,100543,64.47,<400,20,10.94,0.01,76.04,30.99,87.76,995.30,166.69,1.70
