Date,Time,Latitude (DD),Longitude (DD),GPS Alt (m),ETS Triggered,BMP180 Temp (*C),BMP180 Pressure (Pa),BMP180 Alt (m),CO2 (ppm),OZ (ppb),CH4 (ppm),UV Index,One-Wire Temp (*F),Red Pressure Temp (*C),Red Pressure Temp (*F),Red Pressure (mb),Red Alt (m),Red Alt Change from Startup (m)
02/20/2023,17:52:23,0,0,0,0,23.50,99924,116.88,400,20,10.94,0.01,73.56,24.79,76.64,988.50,165.00,0.00
02/20/2023,17:52:24,0,0,0,0,23.50,99932,116.46,400,20,10.94,0.01,73.56,24.81,76.66,988.50,165.00,0.00
02/20/2023,17:52:26,0,0,0,0,23.50,99927,117.13,400,20,10.94,0.01,73.56,24.82,76.68,989.10,159.90,-5.12
02/20/2023,17:52:27,0,0,0,0,23.50,99915,116.97,400,20,10.94,0.01,73.56,24.84,76.71,988.30,166.70,1.71
02/20/2023,17:52:29,0,0,0,0,23.60,99932,116.71,400,20,10.94,0.01,73.56,24.85,76.75,988.20,167.55,2.56
02/20/2023,17:52:31,0,0,0,0,23.60,99917,116.97,400,20,10.94,0.01,73.56,24.86,76.77,988.80,162.45,-2.56
02/20/2023,17:52:33,0,0,0,0,23.60,99928,116.80,400,20,10.94,0.01,73.56,24.87,76.78,988.20,167.55,2.56
02/20/2023,17:52:35,0,0,0,0,23.60,99924,117.22,400,20,10.94,0.01,73.56,24.89,76.82,988.50,165.00,0.00
02/20/2023,17:52:36,0,0,0,0,23.60,99922,117.89,400,20,10.94,0.01,73.56,24.91,76.84,988.60,164.15,-0.86
02/20/2023,17:52:37,0,0,0,0,23.60,99926,117.81,400,20,10.94,0.01,73.56,24.93,76.86,988.30,166.70,1.71
02/20/2023,17:52:39,0,0,0,0,23.60,99932,117.64,400,20,10.94,0.01,73.56,24.94,76.89,988.80,162.45,-2.56
02/20/2023,17:52:41,0,0,0,0,23.60,99910,117.30,400,20,10.94,0.01,73.56,24.96,76.91,988.30,166.70,1.71
02/20/2023,17:52:43,0,0,0,0,23.60,99924,116.88,400,20,10.94,0.01,73.56,24.97,76.96,988.40,165.85,0.85
02/20/2023,17:52:44,0,0,0,0,23.70,99920,117.81,400,20,10.94,0.01,73.56,24.98,76.96,988.50,165.00,0.00
02/20/2023,17:52:46,0,0,0,0,23.70,99922,117.22,400,20,10.94,0.01,73.56,25.00,77.00,988.40,165.85,0.85
02/20/2023,17:52:48,0,0,0,0,23.70,99934,117.05,400,20,10.94,0.01,73.56,25.02,77.04,988.40,165.85,0.85
02/20/2023,17:52:49,0,0,0,0,23.60,99914,117.81,400,20,10.94,0.01,73.56,25.03,77.05,989.00,160.75,-4.27
02/20/2023,17:52:51,0,0,0,0,23.70,99929,117.47,400,20,10.94,0.01,73.56,25.05,77.09,988.40,165.85,0.85
02/20/2023,17:52:54,0,0,0,0,23.70,99924,117.72,400,20,10.94,0.01,73.56,25.07,77.09,989.10,159.90,-5.12
02/20/2023,17:52:55,0,0,0,0,23.70,99917,117.64,400,20,10.94,0.01,73.68,25.08,77.14,988.10,168.40,3.42
02/20/2023,17:52:58,0,0,0,0,23.70,99929,117.05,400,20,10.94,0.01,73.68,25.10,77.18,988.40,165.85,0.85
02/20/2023,17:53:00,0,0,0,0,23.70,99932,117.89,400,20,10.94,0.01,73.68,25.11,77.20,988.70,163.30,-1.71
02/20/2023,17:53:01,0,0,0,0,23.70,99925,117.05,400,20,10.94,0.01,73.56,25.13,77.23,988.40,165.85,0.85
02/20/2023,17:53:02,0,0,0,0,23.70,99925,116.80,400,20,10.94,0.01,73.68,25.15,77.27,988.40,165.85,0.85
02/20/2023,17:53:03,0,0,0,0,23.70,99910,118.14,400,20,10.94,0.01,73.68,25.16,77.31,989.00,160.75,-4.27
02/20/2023,17:53:05,0,0,0,0,23.80,99920,117.81,400,20,10.94,0.01,73.68,25.19,77.32,988.30,166.70,1.71
02/20/2023,17:53:06,0,0,0,0,23.80,99929,117.05,400,20,10.94,0.01,73.68,25.19,77.34,988.50,165.00,0.00
02/20/2023,17:53:08,0,0,0,0,23.80,99924,117.22,400,20,10.94,0.01,73.68,25.21,77.38,988.40,165.85,0.85
02/20/2023,17:53:10,0,0,0,0,23.80,99927,117.22,400,20,10.94,0.01,73.68,25.23,77.40,988.20,167.55,2.56
02/20/2023,17:53:11,0,0,0,0,23.80,99928,118.40,400,20,10.94,0.01,73.68,25.24,77.43,989.10,159.90,-5.12
02/20/2023,17:53:13,0,0,0,0,23.80,99918,116.71,400,20,10.94,0.01,73.68,25.26,77.47,988.40,165.85,0.85
02/20/2023,17:53:15,0,0,0,0,23.80,99930,117.05,400,20,10.94,0.01,73.68,25.28,77.50,988.40,165.85,0.85
02/20/2023,17:53:17,0,0,0,0,23.80,99912,117.89,400,20,10.94,0.01,73.68,25.29,77.52,989.00,160.75,-4.27
02/20/2023,17:53:18,0,0,0,0,23.80,99922,116.71,400,20,10.94,0.01,73.68,25.31,77.58,988.60,164.15,-0.86
02/20/2023,17:53:20,0,0,0,0,23.90,99929,116.88,400,20,10.94,0.01,73.68,25.33,77.59,988.40,165.85,0.85
02/20/2023,17:53:22,0,0,0,0,23.90,99927,116.88,400,20,10.94,0.01,73.68,25.35,77.63,988.40,165.85,0.85
02/20/2023,17:53:24,0,0,0,0,23.90,99929,116.63,400,20,10.94,0.01,73.68,25.36,77.65,988.50,165.00,0.00
02/20/2023,17:53:25,0,0,0,0,23.90,99929,117.39,400,20,10.94,0.01,73.68,25.37,77.68,989.00,160.75,-4.27
02/20/2023,17:53:27,0,0,0,0,23.90,99926,116.63,400,20,10.94,0.01,73.68,25.39,77.68,988.40,165.85,0.85
02/20/2023,17:53:29,0,0,0,0,23.90,99923,117.22,400,20,10.94,0.01,73.68,25.41,77.74,988.40,165.85,0.85
02/20/2023,17:53:31,0,0,0,0,23.90,99918,118.31,400,20,10.94,0.01,73.68,25.42,77.76,988.40,165.85,0.85
02/20/2023,17:53:32,0,0,0,0,23.90,99929,116.88,400,20,10.94,0.01,73.68,25.44,77.79,988.40,165.85,0.85
02/20/2023,17:53:33,0,0,0,0,23.90,99928,116.97,400,20,10.94,0.01,73.68,25.45,77.81,988.40,165.85,0.85
02/20/2023,17:53:35,0,0,0,0,24.00,99918,118.23,400,20,10.94,0.01,73.68,25.47,77.83,988.50,165.00,0.00
02/20/2023,17:53:37,0,0,0,0,24.00,99928,116.80,400,20,10.94,0.01,73.68,25.48,77.86,988.50,165.00,0.00
02/20/2023,17:53:39,0,0,0,0,24.00,99929,116.46,400,20,10.94,0.01,73.68,25.49,77.88,988.50,165.00,0.00
02/20/2023,17:53:40,0,0,0,0,24.00,99919,117.64,400,20,10.94,0.01,73.79,25.51,77.90,988.30,166.70,1.71
02/20/2023,17:53:42,0,0,0,0,24.00,99927,117.22,400,20,10.94,0.01,73.68,25.52,77.94,988.40,165.85,0.85
02/20/2023,17:53:44,0,0,0,0,24.00,99929,117.98,400,20,10.94,0.01,73.68,25.53,77.97,989.10,159.90,-5.12
02/20/2023,17:53:46,0,0,0,0,24.00,99911,117.39,400,20,10.94,0.01,73.79,25.55,78.01,988.50,165.00,0.00
02/20/2023,17:53:47,0,0,0,0,24.00,99927,117.22,400,20,10.94,0.01,73.68,25.57,78.03,988.30,166.70,1.71
