Date,Time,Latitude (DD),Longitude (DD),GPS Alt (m),ETS Triggered,BMP180 Temp (*C),BMP180 Pressure (Pa),BMP180 Alt (m),CO2 (ppm),OZ (ppb),CH4 (ppm),UV Index,One-Wire Temp (*F),Red Pressure Temp (*C),Red Pressure Temp (*F),Red Pressure (mb),Red Alt (m),Red Alt Change from Startup (m)
02/19/2023,16:22:21,0,0,0,0,22.00,98223,260.33,<400,20,10.94,0.01,71.87,22.67,72.81,971.20,167.60,2.61
02/19/2023,16:22:23,0,0,0,0,22.00,98229,260.67,<400,20,10.94,0.01,71.76,22.67,72.81,971.50,165.00,0.00
02/19/2023,16:22:24,0,0,0,0,22.10,98220,261.01,<400,20,10.94,0.01,71.87,22.67,72.81,971.10,168.46,3.47
02/19/2023,16:22:26,0,0,0,0,22.00,98236,260.76,<400,20,10.94,0.01,71.87,22.68,72.82,971.20,167.60,2.61
02/19/2023,16:22:28,0,0,0,0,22.00,98220,261.52,<400,20,10.94,0.01,71.87,22.67,72.82,971.60,164.14,-0.87
02/19/2023,16:22:29,0,0,0,0,22.00,98232,260.76,<400,20,10.94,0.01,71.87,22.68,72.82,971.30,166.73,1.74
02/19/2023,16:22:31,0,0,0,0,22.00,98227,261.27,<400,20,10.94,0.01,71.87,22.68,72.82,971.20,167.60,2.61
02/19/2023,16:22:33,0,0,0,0,22.10,98226,261.70,<400,20,10.94,0.01,71.87,22.68,72.82,971.10,168.46,3.47
02/19/2023,16:22:35,0,0,0,0,22.10,98228,260.50,<400,20,10.94,0.01,71.87,22.69,72.84,971.00,169.33,4.34
02/19/2023,16:22:37,0,0,0,0,22.00,98229,261.36,<400,20,10.94,0.01,71.87,22.70,72.86,971.40,165.87,0.87
02/19/2023,16:22:39,0,0,0,0,22.00,98231,260.93,<400,20,10.94,0.01,71.87,22.70,72.86,971.10,168.46,3.47
02/19/2023,16:22:39,0,0,0,0,22.10,98223,261.10,<400,20,10.94,0.01,71.87,22.71,72.86,971.40,165.87,0.87
02/19/2023,16:22:41,0,0,0,0,22.10,98217,262.55,<400,20,10.94,0.01,71.87,22.71,72.88,971.30,166.73,1.74
02/19/2023,16:22:43,0,0,0,0,22.10,98224,260.76,<400,20,10.94,0.01,71.87,22.71,72.88,971.10,168.46,3.47
02/19/2023,16:22:45,0,0,0,0,22.10,98219,261.61,<400,20,10.94,0.01,71.87,22.71,72.88,971.20,167.60,2.61
02/19/2023,16:22:46,0,0,0,0,22.00,98217,261.36,<400,20,10.94,0.01,71.87,22.72,72.88,971.20,167.60,2.61
02/19/2023,16:22:48,0,0,0,0,22.10,98225,261.78,<400,20,10.94,0.01,71.87,22.72,72.88,971.30,166.73,1.74
02/19/2023,16:22:50,0,0,0,0,22.10,98227,261.61,<400,20,10.94,0.01,71.87,22.73,72.91,971.60,164.14,-0.87
02/19/2023,16:22:51,0,0,0,0,22.10,98214,261.36,<400,20,10.94,0.01,71.87,22.74,72.91,971.20,167.60,2.61
02/19/2023,16:22:53,0,0,0,0,22.10,98227,260.93,<400,20,10.94,0.01,71.87,22.73,72.93,971.10,168.46,3.47
02/19/2023,16:22:55,0,0,0,0,22.10,98222,262.04,<400,20,10.94,0.01,71.87,22.74,72.93,971.50,165.00,0.00
02/19/2023,16:22:56,0,0,0,0,22.10,98225,261.44,<400,20,10.94,0.01,71.87,22.74,72.93,971.40,165.87,0.87
02/19/2023,16:22:58,0,0,0,0,22.10,98223,261.18,<400,20,10.94,0.01,71.87,22.75,72.95,971.30,166.73,1.74
02/19/2023,16:23:01,0,0,0,0,22.10,98207,261.36,<400,20,10.94,0.01,71.87,22.75,72.95,971.30,166.73,1.74
02/19/2023,16:23:04,0,0,0,0,22.10,98222,261.61,<400,20,10.94,0.01,71.87,22.76,72.97,971.20,167.60,2.61
02/19/2023,16:23:05,0,0,0,0,22.10,98227,261.52,<400,20,10.94,0.01,71.87,22.77,72.99,971.30,166.73,1.74
02/19/2023,16:23:06,0,0,0,0,22.10,98217,261.52,<400,20,10.94,0.01,71.87,22.77,72.99,971.30,166.73,1.74
02/19/2023,16:23:07,0,0,0,0,22.10,98223,261.10,<400,20,10.94,0.01,71.87,22.77,72.99,971.10,168.46,3.47
02/19/2023,16:23:08,0,0,0,0,22.10,98227,261.78,<400,20,10.94,0.01,71.87,22.79,73.00,971.20,167.60,2.61
02/19/2023,16:23:10,0,0,0,0,22.10,98219,261.18,<400,20,10.94,0.01,71.87,22.79,73.02,971.10,168.46,3.47
02/19/2023,16:23:12,0,0,0,0,22.10,98226,260.84,<400,20,10.94,0.01,71.87,22.80,73.04,971.20,167.60,2.61
02/19/2023,16:23:13,0,0,0,0,22.10,98220,261.78,<400,20,10.94,0.01,71.87,22.80,73.06,971.40,165.87,0.87
02/19/2023,16:23:15,0,0,0,0,22.10,98228,261.44,<400,20,10.94,0.01,71.87,22.81,73.06,971.20,167.60,2.61
02/19/2023,16:23:17,0,0,0,0,22.10,98227,261.36,<400,20,10.94,0.01,71.87,22.81,73.08,971.50,165.00,0.00
02/19/2023,16:23:19,0,0,0,0,22.10,98219,261.10,<400,20,10.94,0.01,71.87,22.82,73.08,971.10,168.46,3.47
02/19/2023,16:23:20,0,0,0,0,22.10,98219,261.70,<400,20,10.94,0.01,71.87,22.83,73.08,971.30,166.73,1.74
02/19/2023,16:23:22,0,0,0,0,22.10,98228,261.70,<400,20,10.94,0.01,71.87,22.84,73.11,971.50,165.00,0.00
02/19/2023,16:23:24,0,0,0,0,22.10,98217,261.78,<400,20,10.94,0.01,71.87,22.84,73.11,971.10,168.46,3.47
02/19/2023,16:23:25,0,0,0,0,22.10,98233,261.18,<400,20,10.94,0.01,71.87,22.85,73.15,971.10,168.46,3.47
02/19/2023,16:23:27,0,0,0,0,22.10,98217,261.87,<400,20,10.94,0.01,71.87,22.85,73.13,971.50,165.00,0.00
02/19/2023,16:23:29,0,0,0,0,22.10,98235,261.10,<400,20,10.94,0.01,71.99,22.86,73.15,971.10,168.46,3.47
02/19/2023,16:23:30,0,0,0,0,22.10,98224,261.44,<400,20,10.94,0.01,71.87,22.86,73.17,971.40,165.87,0.87
02/19/2023,16:23:33,0,0,0,0,22.10,98224,261.95,<400,20,10.94,0.01,71.87,22.87,73.18,971.10,168.46,3.47
02/19/2023,16:23:34,0,0,0,0,22.20,98227,261.10,<400,20,10.94,0.01,71.99,22.88,73.18,971.30,166.73,1.74
02/19/2023,16:23:36,0,0,0,0,22.20,98220,262.12,<400,20,10.94,0.01,71.99,22.88,73.22,971.40,165.87,0.87
02/19/2023,16:23:37,0,0,0,0,22.10,98216,261.70,<400,20,10.94,0.01,71.87,22.89,73.22,971.20,167.60,2.61
02/19/2023,16:23:39,0,0,0,0,22.20,98232,261.01,<400,20,10.94,0.01,71.87,22.90,73.22,971.20,167.60,2.61
02/19/2023,16:23:41,0,0,0,0,22.20,98216,261.36,<400,20,10.94,0.01,71.99,22.91,73.22,971.40,165.87,0.87
02/19/2023,16:23:42,0,0,0,0,22.20,98228,260.93,<400,20,10.94,0.01,71.87,22.92,73.26,971.30,166.73,1.74
02/19/2023,16:23:44,0,0,0,0,22.20,98225,261.52,<400,20,10.94,0.01,71.87,22.92,73.26,971.30,166.73,1.74
02/19/2023,16:23:46,0,0,0,0,22.20,98230,261.27,<400,20,10.94,0.01,71.87,22.93,73.27,971.50,165.00,0.00
02/19/2023,16:23:48,0,0,0,0,22.20,98223,261.36,<400,20,10.94,0.01,71.87,22.93,73.27,971.20,167.60,2.61
02/19/2023,16:23:49,0,0,0,0,22.20,98225,261.52,<400,20,10.94,0.01,71.99,22.93,73.27,971.40,165.87,0.87
02/19/2023,16:23:51,0,0,0,0,22.20,98216,261.78,<400,20,10.94,0.01,71.99,22.94,73.31,971.30,166.73,1.74
02/19/2023,16:23:52,0,0,0,0,22.20,98226,261.70,<400,20,10.94,0.01,71.87,22.96,73.31,971.30,166.73,1.74
02/19/2023,16:23:54,0,0,0,0,22.20,98213,261.52,<400,20,10.94,0.01,71.99,22.96,73.33,971.00,169.33,4.34
02/19/2023,16:23:56,0,0,0,0,22.20,98213,261.78,<400,20,10.94,0.01,71.87,22.96,73.33,971.30,166.73,1.74
02/19/2023,16:23:57,0,0,0,0,22.20,98222,261.70,<400,20,10.94,0.01,71.99,22.97,73.36,971.20,167.60,2.61
02/19/2023,16:23:59,0,0,0,0,22.20,98218,262.63,<400,20,10.94,0.01,71.99,22.98,73.36,971.40,165.87,0.87
02/19/2023,16:24:01,0,0,0,0,22.20,98218,261.70,<400,20,10.94,0.01,71.99,22.99,73.40,971.40,165.87,0.87
02/19/2023,16:24:03,0,0,0,0,22.20,98225,261.61,<400,20,10.94,0.01,71.99,23.00,73.40,971.10,168.46,3.47
02/19/2023,16:24:04,0,0,0,0,22.20,98216,262.55,<400,20,10.94,0.01,71.99,23.01,73.42,971.60,164.14,-0.87
02/19/2023,16:24:06,0,0,0,0,22.20,98223,261.27,<400,20,10.94,0.01,71.99,23.02,73.44,971.40,165.87,0.87
02/19/2023,16:24:08,0,0,0,0,22.20,98217,261.18,<400,20,10.94,0.01,71.99,23.03,73.45,971.40,165.87,0.87
