Date,Time,Latitude (DD),Longitude (DD),GPS Alt (m),ETS Triggered,BMP180 Temp (*C),BMP180 Pressure (Pa),BMP180 Alt (m),CO2 (ppm),OZ (ppb),CH4 (ppm),UV Index,One-Wire Temp (*F),Red Pressure Temp (*C),Red Pressure Temp (*F),Red Pressure (mb),Red Alt (m),Red Alt Change from Startup (m)
02/19/2023,15:01:23,42.2738908333,-71.8119213333,161.2,0,8.40,100366,80.07,<400,20,10.94,0.24,46.68,8.62,47.52,991.70,165.85,0.85
02/19/2023,15:01:24,42.2738908333,-71.8119213333,161.2,0,8.40,100357,81.16,<400,20,10.94,0.24,46.56,8.62,47.53,991.90,164.15,-0.85
02/19/2023,15:01:26,42.2738913333,-71.8119221667,161.4,0,8.40,100347,80.99,<400,20,10.94,0.24,46.68,8.63,47.53,991.80,165.00,0.00
02/19/2023,15:01:27,42.2738911667,-71.8119223333,161.4,0,8.40,100359,80.91,<400,20,10.94,0.24,46.56,8.62,47.53,991.50,167.54,2.55
02/19/2023,15:01:29,42.273891,-71.8119226667,161.4,0,8.40,100350,81.83,<400,20,10.94,0.24,46.56,8.62,47.50,992.10,162.46,-2.55
02/19/2023,15:01:32,42.2738908333,-71.8119233333,161.3,0,8.40,100338,81.75,<400,20,10.94,0.24,46.56,8.62,47.52,991.80,165.00,0.00
02/19/2023,15:01:35,42.2738911667,-71.811924,161.4,0,8.40,100356,80.74,<400,20,10.94,0.24,46.56,8.62,47.52,991.70,165.85,0.85
02/19/2023,15:01:35,42.2738911667,-71.811924,161.4,0,8.40,100356,80.82,<400,20,10.94,0.25,46.56,8.63,47.53,992.10,162.46,-2.55
02/19/2023,15:01:36,42.2738911667,-71.811924,161.4,0,8.40,100357,80.07,<400,20,10.94,0.24,46.56,8.63,47.53,991.70,165.85,0.85
02/19/2023,15:01:38,42.2738911667,-71.811924,161.4,0,8.50,100371,79.56,<400,20,10.94,0.22,46.56,8.65,47.57,992.00,163.31,-1.70
02/19/2023,15:01:39,42.2738913333,-71.8119241667,161.4,0,8.50,100369,79.15,<400,20,10.94,0.14,46.56,8.66,47.59,992.30,160.77,-4.25
02/19/2023,15:31:38,42.2738913333,-71.8119241667,161.4,0,8.50,100368,81.16,<400,20,10.94,0.15,46.56,8.65,47.57,992.00,163.31,-1.70
02/19/2023,15:31:40,42.2738913333,-71.8119241667,161.4,0,8.40,100351,81.33,<400,20,10.94,0.19,46.56,8.63,47.53,991.60,166.70,1.70
02/19/2023,15:31:41,42.2738916667,-71.8119246667,161.4,0,8.30,100345,80.40,<400,20,10.94,0.18,46.56,8.60,47.50,991.50,167.54,2.55
02/19/2023,15:31:43,42.2738916667,-71.8119246667,161.4,0,8.30,100351,80.49,<400,20,10.94,0.17,46.56,8.60,47.48,991.60,166.70,1.70
