Date,Time,Latitude (DD),Longitude (DD),GPS Alt (m),ETS Triggered,BMP180 Temp (*C),BMP180 Pressure (Pa),BMP180 Alt (m),CO2 (ppm),OZ (ppb),CH4 (ppm),UV Index,One-Wire Temp (*F),Red Pressure Temp (*C),Red Pressure Temp (*F),Red Pressure (mb),Red Alt (m),Red Alt Change from Startup (m)
02/19/2023,12:55:51,0,0,0,0,30.50,100555,64.06,<400,20,10.94,0.01,76.15,30.98,87.76,995.30,164.16,-0.85
02/19/2023,12:55:52,0,0,0,0,30.60,100556,63.97,<400,20,10.94,0.01,76.15,30.99,87.76,995.40,163.31,-1.70
02/19/2023,12:55:54,0,0,0,0,30.50,100561,64.14,<400,20,10.94,0.01,76.26,30.99,87.76,995.40,163.31,-1.70
02/19/2023,12:55:56,0,0,0,0,30.60,100564,64.14,<400,20,10.94,0.01,76.15,30.98,87.78,995.30,164.16,-0.85
02/19/2023,12:55:57,0,0,0,0,30.60,100558,63.97,<400,20,10.94,0.01,76.26,30.99,87.78,995.30,164.16,-0.85
02/19/2023,12:55:59,0,0,0,0,30.60,100556,64.64,<400,20,10.94,0.01,76.15,30.99,87.78,995.50,162.47,-2.55
02/19/2023,12:56:01,0,0,0,0,30.60,100552,64.64,<400,20,10.94,0.01,76.26,30.99,87.76,995.50,162.47,-2.55
02/19/2023,12:56:03,0,0,0,0,30.50,100552,64.39,<400,20,10.94,0.01,76.26,30.98,87.78,995.40,163.31,-1.70
02/19/2023,12:56:05,0,0,0,0,30.50,100548,64.22,<400,20,10.94,0.01,76.26,30.99,87.78,995.30,164.16,-0.85
02/19/2023,12:56:06,0,0,0,0,30.50,100556,64.89,<400,20,10.94,0.01,76.26,31.00,87.80,995.40,163.31,-1.70
