Date,Time,Latitude (DD),Longitude (DD),GPS Alt (m),ETS Triggered,BMP180 Temp (*C),BMP180 Pressure (Pa),BMP180 Alt (m),CO2 (ppm),OZ (ppb),CH4 (ppm),UV Index,One-Wire Temp (*F),Red Pressure Temp (*C),Red Pressure Temp (*F),Red Pressure (mb),Red Alt (m),Red Alt Change from Startup (m)
02/19/2023,13:19:06,0,0,0,0,9.00,100454,72.35,<400,20,10.94,0.24,47.24,9.24,48.63,992.40,165.85,0.85
02/19/2023,13:19:06,42.2739083333,-71.811914,162.2,0,9.00,100448,73.28,<400,20,10.94,0.24,47.24,9.25,48.63,992.60,164.15,-0.85
02/19/2023,13:19:08,42.2739035,-71.8119111667,161.6,0,9.00,100457,73.11,<400,20,10.94,0.24,47.24,9.24,48.65,992.50,165.00,0.00
02/19/2023,13:19:10,42.2739035,-71.8119111667,161.6,0,9.00,100445,72.86,<400,20,10.94,0.25,47.24,9.24,48.65,992.50,165.00,0.00
02/19/2023,13:19:12,42.2738998333,-71.8119093333,161.1,0,9.00,100441,74.78,<400,20,10.94,0.26,47.24,9.24,48.63,992.50,165.00,0.00
02/19/2023,13:19:13,42.2738998333,-71.8119093333,161.1,0,9.00,100453,72.52,<400,20,10.94,0.26,47.24,9.25,48.65,992.50,165.00,0.00
02/19/2023,13:19:16,42.2738998333,-71.8119093333,161.1,0,9.00,100445,73.19,<400,20,10.94,0.26,47.24,9.24,48.63,992.60,164.15,-0.85
02/19/2023,13:19:20,42.2738998333,-71.8119093333,161.1,0,9.00,100438,72.77,<400,20,10.94,0.26,47.24,9.24,48.61,992.30,166.70,1.70
02/19/2023,13:19:21,42.2738986667,-71.8119085,160.9,0,9.00,100445,73.61,<400,20,10.94,0.28,47.13,9.22,48.61,992.20,167.54,2.55
02/19/2023,13:19:23,42.2738986667,-71.8119085,160.9,0,9.10,100444,73.78,<400,20,10.94,0.28,47.13,9.22,48.61,992.60,164.15,-0.85
02/19/2023,13:19:24,42.273898,-71.8119081667,160.8,0,9.10,100444,74.11,<400,20,10.94,0.28,47.13,9.23,48.61,992.20,167.54,2.55
02/19/2023,13:19:24,42.273898,-71.8119081667,160.8,0,9.10,100451,73.19,<400,20,10.94,0.28,47.13,9.23,48.61,992.40,165.85,0.85
02/19/2023,13:19:25,42.2738965,-71.8119081667,160.6,0,9.00,100431,74.45,<400,20,10.94,0.28,47.13,9.23,48.63,992.80,162.46,-2.55
02/19/2023,13:19:27,42.2738965,-71.8119081667,160.6,0,9.10,100442,73.78,<400,20,10.94,0.28,47.01,9.24,48.65,992.20,167.54,2.55
02/19/2023,13:19:29,42.2738953333,-71.8119076667,160.4,0,9.00,100446,74.03,<400,20,10.94,0.28,47.13,9.25,48.65,992.10,168.39,3.40
02/19/2023,13:19:30,42.2738943333,-71.8119071667,160.3,0,9.00,100438,74.11,<400,20,10.94,0.28,47.13,9.25,48.67,992.30,166.70,1.70
02/19/2023,13:19:32,42.2738943333,-71.8119071667,160.3,0,9.00,100451,73.28,<400,20,10.94,0.13,47.13,9.33,48.79,993.20,159.08,-5.95
02/19/2023,13:19:34,42.2738943333,-71.8119071667,160.3,0,9.10,100484,71.51,<400,20,10.94,0.06,47.13,9.37,48.87,993.20,159.08,-5.95
02/19/2023,13:19:35,42.2738935,-71.8119071667,160.3,0,9.10,100459,70.68,<400,20,10.94,0.20,47.13,9.35,48.83,993.30,158.23,-6.80
02/19/2023,13:19:38,42.2738925,-71.8119068333,160.3,0,9.20,100480,70.26,<400,20,10.94,0.20,47.13,9.35,48.83,993.20,159.08,-5.95
02/19/2023,13:19:39,42.2738925,-71.8119068333,160.3,0,9.10,100460,71.93,<400,20,10.94,0.13,47.13,9.36,48.85,993.90,153.15,-11.90
02/19/2023,13:19:41,42.2738915,-71.8119061667,160.2,0,9.10,100471,71.77,<400,20,10.94,0.10,47.13,9.37,48.87,993.10,159.92,-5.10
02/19/2023,13:19:42,42.2738915,-71.8119061667,160.2,0,9.00,100453,72.52,<400,20,10.94,0.22,47.13,9.31,48.79,992.30,166.70,1.70
02/19/2023,13:19:44,42.2738908333,-71.8119051667,160.2,0,8.90,100406,77.13,<400,20,10.94,0.28,47.13,9.26,48.67,991.80,170.93,5.95
02/19/2023,13:19:46,42.2738908333,-71.8119051667,160.2,0,8.90,100414,75.20,<400,20,10.94,0.29,47.13,9.26,48.67,991.90,170.08,5.10
02/19/2023,13:19:47,42.2738903333,-71.8119045,160.2,0,8.90,100430,75.04,<400,20,10.94,0.28,47.13,9.27,48.69,992.10,168.39,3.40
02/19/2023,13:19:49,42.2738903333,-71.8119045,160.2,0,8.90,100411,75.62,<400,20,10.94,0.27,47.13,9.28,48.70,992.10,168.39,3.40
02/19/2023,13:19:51,42.2738903333,-71.8119045,160.2,0,8.90,100421,75.29,<400,20,10.94,0.27,47.13,9.28,48.70,992.00,169.24,4.25
02/19/2023,13:19:52,42.2738903333,-71.8119045,160.2,0,8.90,100426,75.29,<400,20,10.94,0.27,47.13,9.28,48.69,992.00,169.24,4.25
02/19/2023,13:19:54,42.2738898333,-71.8119033333,160.0,0,8.80,100419,75.54,<400,20,10.94,0.27,47.13,9.31,48.76,992.20,167.54,2.55
02/19/2023,13:19:56,42.2738898333,-71.8119033333,160.0,0,8.80,100429,75.29,<400,20,10.94,0.27,47.13,9.32,48.78,992.10,168.39,3.40
02/19/2023,13:19:58,42.2738896667,-71.8119021667,159.9,0,8.90,100430,75.20,<400,20,10.94,0.28,47.13,9.28,48.78,991.80,170.93,5.95
02/19/2023,13:19:59,42.2738896667,-71.8119021667,159.9,0,8.80,100423,74.20,<400,20,10.94,0.28,47.13,9.31,48.70,991.90,170.08,5.10
02/19/2023,13:20:01,42.2738896667,-71.8119021667,159.9,0,8.90,100428,75.12,<400,20,10.94,0.28,47.13,9.32,48.76,992.00,169.24,4.25
02/19/2023,13:20:02,42.2738891667,-71.8119011667,159.8,0,8.80,100420,75.71,<400,20,10.94,0.28,47.13,9.28,48.76,992.00,169.24,4.25
