Date,Time,Latitude (DD),Longitude (DD),GPS Alt (m),ETS Triggered,BMP180 Temp (*C),BMP180 Pressure (Pa),BMP180 Alt (m),CO2 (ppm),OZ (ppb),CH4 (ppm),UV Index,One-Wire Temp (*F),Red Pressure Temp (*C),Red Pressure Temp (*F),Red Pressure (mb),Red Alt (m),Red Alt Change from Startup (m)
02/19/2023,15:02:19,42.2738846667,-71.8119061667,160.0,0,8.90,100421,76.21,<400,20,10.94,0.26,47.24,9.01,48.22,992.50,159.07,-5.96
02/19/2023,15:02:20,42.2738848333,-71.8119068333,160.0,0,8.90,100407,75.88,<400,20,10.94,0.25,47.13,9.02,48.22,992.30,160.77,-4.25
02/19/2023,15:02:22,42.2738848333,-71.8119078333,160.0,0,8.90,100410,75.54,<400,20,10.94,0.26,47.13,9.01,48.20,992.20,161.61,-3.40
02/19/2023,15:02:24,42.2738848333,-71.8119081667,160.1,0,8.90,100413,76.80,<400,20,10.94,0.24,47.24,9.01,48.22,992.00,163.31,-1.70
02/19/2023,15:02:25,42.2738848333,-71.8119081667,160.1,0,8.90,100405,76.88,<400,20,10.94,0.22,47.24,9.02,48.24,991.90,164.15,-0.85
02/19/2023,15:02:29,42.2738851667,-71.8119083333,160.1,0,8.80,100403,75.96,<400,20,10.94,0.22,47.24,9.03,48.25,992.10,162.46,-2.55
02/19/2023,15:02:30,42.2738851667,-71.8119083333,160.1,0,8.80,100420,75.88,<400,20,10.94,0.22,47.24,9.03,48.25,992.00,163.31,-1.70
02/19/2023,15:02:31,42.2738851667,-71.8119083333,160.1,0,8.80,100411,76.96,<400,20,10.94,0.16,47.24,9.05,48.29,992.30,160.77,-4.25
02/19/2023,15:02:32,42.2738853333,-71.8119088333,160.2,0,8.90,100411,76.46,<400,20,10.94,0.12,47.24,9.07,48.31,992.10,162.46,-2.55
02/19/2023,15:02:33,42.2738851667,-71.8119091667,160.3,0,8.70,100398,77.47,<400,20,10.94,0.18,47.24,9.02,48.24,991.90,164.15,-0.85
02/19/2023,15:02:35,42.2738851667,-71.8119091667,160.3,0,8.60,100384,78.39,<400,20,10.94,0.25,47.24,8.98,48.18,991.60,166.70,1.70
